0.508000,-2.031250,-0.113281,9.613281,0.001953,-0.001953,0.005859
0.516000,-1.992188,-0.113281,9.652344,-0.001953,-0.005859,-0.003906
0.527000,-2.031250,-0.152344,9.652344,0.001953,-0.005859,0.001953
0.540000,-2.031250,-0.152344,9.652344,0.005859,-0.003906,0.003906
0.548000,-2.070312,-0.152344,9.648438,0.001953,-0.001953,0.003906
0.556000,-2.031250,-0.152344,9.613281,0.000000,-0.003906,0.001953
0.570000,-2.031250,-0.152344,9.613281,0.000000,-0.003906,0.003906
0.579000,-2.070312,-0.113281,9.609375,-0.003906,-0.001953,0.001953
0.587000,-2.031250,-0.113281,9.652344,0.005859,-0.005859,0.000000
0.596000,-1.992188,-0.113281,9.613281,0.003906,-0.003906,0.001953
0.609000,-2.031250,-0.113281,9.652344,0.003906,-0.003906,0.003906
0.617000,-2.031250,-0.113281,9.652344,0.003906,-0.003906,0.003906
0.625000,-2.031250,-0.113281,9.613281,0.001953,-0.003906,0.003906
0.638000,-1.992188,-0.152344,9.652344,0.000000,-0.001953,0.001953
0.650000,-2.031250,-0.152344,9.613281,0.001953,-0.003906,0.000000
0.658000,-2.070312,-0.152344,9.609375,0.001953,-0.001953,0.003906
0.668000,-2.070312,-0.113281,9.609375,0.001953,-0.001953,0.003906
0.676000,-2.070312,-0.113281,9.648438,0.001953,-0.001953,0.000000
0.689000,-2.031250,-0.113281,9.613281,0.003906,0.000000,0.000000
0.697000,-2.070312,-0.113281,9.648438,0.003906,-0.001953,0.001953
0.707000,-2.031250,-0.113281,9.613281,-0.001953,-0.003906,0.001953
0.720000,-2.031250,-0.152344,9.652344,0.000000,-0.001953,0.001953
0.728000,-2.031250,-0.113281,9.578125,0.003906,-0.003906,0.001953
0.736000,-2.031250,-0.113281,9.613281,-0.001953,0.000000,0.001953
0.747000,-2.031250,-0.152344,9.652344,-0.001953,0.001953,0.005859
0.760000,-1.992188,-0.113281,9.652344,0.001953,-0.005859,0.003906
0.768000,-2.031250,-0.152344,9.613281,0.001953,-0.005859,0.001953
0.776000,-2.031250,-0.113281,9.652344,0.005859,-0.003906,0.001953
0.790000,-2.031250,-0.113281,9.613281,0.000000,-0.001953,0.003906
0.799000,-2.031250,-0.078125,9.613281,0.000000,-0.003906,0.001953
0.807000,-2.031250,-0.113281,9.613281,0.003906,-0.001953,0.001953
0.816000,-2.070312,-0.113281,9.648438,-0.001953,-0.003906,0.003906
0.829000,-2.070312,-0.113281,9.609375,0.000000,-0.001953,0.003906
0.838000,-2.031250,-0.113281,9.652344,0.001953,-0.003906,0.003906
0.846000,-2.031250,-0.152344,9.652344,0.000000,-0.003906,0.001953
